image_id,image,xmin,ymin,xmax,ymax,class
000050,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000050.jpg,1,71,87,332,person
000050,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000050.jpg,185,68,259,197,person
000050,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000050.jpg,286,64,406,238,person
000051,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000051.jpg,352,138,500,375,motorbike
000051,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000051.jpg,105,1,427,245,motorbike
000051,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000051.jpg,415,61,465,195,person
000052,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000052.jpg,414,232,458,263,pottedplant
000052,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000052.jpg,291,237,333,270,pottedplant
000052,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000052.jpg,183,238,227,273,pottedplant
000052,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000052.jpg,52,244,99,274,pottedplant
000052,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000052.jpg,62,96,107,132,pottedplant
000052,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000052.jpg,184,94,225,128,pottedplant
000060,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000060.jpg,1,137,427,333,car
000060,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000060.jpg,1,62,479,235,car
000060,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000060.jpg,1,27,422,141,car
000060,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000060.jpg,44,7,458,134,car
000060,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000060.jpg,199,6,475,98,car
000061,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000061.jpg,274,11,437,279,boat
000061,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000061.jpg,184,214,281,252,boat
000063,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000063.jpg,123,115,379,275,dog
000063,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000063.jpg,75,1,428,375,chair
000064,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000064.jpg,1,23,451,500,bird
000065,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000065.jpg,2,104,398,334,dog
000066,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000066.jpg,209,187,228,230,person
000066,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000066.jpg,242,182,274,259,person
000066,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000066.jpg,269,188,295,259,person
000072,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000072.jpg,40,71,333,473,motorbike
000072,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000072.jpg,33,42,331,136,motorbike
000073,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000073.jpg,121,143,375,460,pottedplant
000073,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000073.jpg,2,154,64,459,pottedplant
000073,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000073.jpg,270,155,375,331,boat
000073,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000073.jpg,22,143,146,500,person
000077,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000077.jpg,240,1,500,333,cat
000077,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000077.jpg,2,1,306,333,cat
000078,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000078.jpg,15,75,475,412,dog
000078,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000078.jpg,94,41,437,238,dog
000081,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000081.jpg,235,158,462,282,sofa
000081,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000081.jpg,8,166,220,322,sofa
000081,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000081.jpg,198,156,341,231,person
000081,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000081.jpg,349,145,451,266,person
000081,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000081.jpg,61,162,170,333,person
000081,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000081.jpg,29,166,73,213,person
000081,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000081.jpg,298,246,433,333,person
000081,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000081.jpg,196,215,332,330,person
000081,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000081.jpg,270,298,324,333,person
000083,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000083.jpg,109,33,447,309,car
000083,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000083.jpg,380,2,435,135,person
000083,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000083.jpg,138,14,193,115,person
000083,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000083.jpg,1,20,75,204,person
000083,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000083.jpg,60,48,114,156,person
000083,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000083.jpg,32,51,83,162,person
000089,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000089.jpg,20,7,183,355,person
000089,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000089.jpg,98,215,429,374,person
000089,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000089.jpg,332,140,455,366,person
000089,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000089.jpg,22,51,317,291,chair
000091,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000091.jpg,125,241,195,284,car
000091,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000091.jpg,81,248,105,268,car
000091,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000091.jpg,91,250,126,274,car
000093,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000093.jpg,175,125,344,254,dog
000093,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000093.jpg,53,3,500,338,chair
000095,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000095.jpg,20,52,439,285,train
000095,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000095.jpg,1,125,114,234,train
000099,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000099.jpg,4,77,320,252,cat
000101,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000101.jpg,185,58,348,186,chair
000101,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000101.jpg,40,64,400,333,person
000102,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000102.jpg,416,175,500,314,sofa
000102,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000102.jpg,121,134,352,274,sofa
000104,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000104.jpg,403,110,500,265,tvmonitor
000104,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000104.jpg,291,75,442,333,person
000104,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000104.jpg,2,7,283,333,person
000107,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000107.jpg,471,174,500,227,sheep
000107,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000107.jpg,296,149,334,178,cow
000107,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000107.jpg,242,146,259,169,sheep
000109,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000109.jpg,17,12,482,235,bird
000110,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000110.jpg,79,233,110,314,person
000110,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000110.jpg,54,231,86,344,person
000110,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000110.jpg,31,233,50,303,person
000112,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000112.jpg,70,174,277,328,dog
000112,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000112.jpg,287,162,316,198,chair
000113,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000113.jpg,277,101,354,260,person
000117,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000117.jpg,1,42,498,284,aeroplane
000118,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000118.jpg,164,97,281,375,cat
000120,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000120.jpg,66,121,440,276,dog
000121,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000121.jpg,251,28,475,267,tvmonitor
000121,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000121.jpg,22,28,251,273,tvmonitor
000122,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000122.jpg,36,20,430,474,cat
000123,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000123.jpg,1,26,358,340,train
000125,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000125.jpg,425,218,500,275,bicycle
000125,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000125.jpg,436,188,467,223,person
000125,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000125.jpg,382,209,415,272,person
000125,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000125.jpg,353,213,383,276,person
000129,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000129.jpg,70,202,255,500,bicycle
000129,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000129.jpg,251,242,334,500,bicycle
000129,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000129.jpg,1,144,67,436,bicycle
000129,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000129.jpg,1,1,66,363,person
000129,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000129.jpg,74,1,272,462,person
000129,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000129.jpg,252,19,334,487,person
000130,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000130.jpg,4,1,500,249,boat
000131,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000131.jpg,1,99,475,266,car
000131,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000131.jpg,124,125,172,153,person
000131,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000131.jpg,184,121,226,154,person
000132,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000132.jpg,43,66,279,363,bus
000133,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000133.jpg,73,18,406,500,person
000133,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000133.jpg,135,227,338,500,horse
000133,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000133.jpg,22,1,75,101,person
000133,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000133.jpg,42,58,137,104,horse
000134,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000134.jpg,1,115,487,330,car
000138,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000138.jpg,6,56,154,285,person
000138,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000138.jpg,145,58,283,258,person
000138,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000138.jpg,224,54,440,332,person
000138,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000138.jpg,363,96,500,332,person
000140,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000140.jpg,107,146,386,300,dog
000140,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000140.jpg,2,113,500,401,sofa
000141,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000141.jpg,25,53,418,399,bird
000142,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000142.jpg,26,81,465,266,car
000143,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000143.jpg,170,46,500,333,cat
000146,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000146.jpg,155,208,252,408,person
000147,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000147.jpg,33,105,65,146,chair
000147,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000147.jpg,77,114,114,149,chair
000147,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000147.jpg,146,125,175,150,chair
000147,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000147.jpg,227,132,247,154,chair
000147,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000147.jpg,302,127,327,153,chair
000147,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000147.jpg,373,121,402,153,chair
000147,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000147.jpg,435,112,465,149,chair
000150,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000150.jpg,186,78,319,264,horse
000150,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000150.jpg,353,54,379,108,person
000150,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000150.jpg,415,51,436,109,person
000150,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000150.jpg,476,54,492,98,person
000150,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000150.jpg,489,51,500,100,person
000153,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000153.jpg,237,147,358,191,car
000153,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000153.jpg,138,56,166,70,car
000153,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000153.jpg,47,114,118,125,car
000153,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000153.jpg,3,109,64,122,car
000154,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000154.jpg,59,76,367,266,boat
000154,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000154.jpg,441,193,458,213,boat
000156,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000156.jpg,41,73,381,352,sofa
000156,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000156.jpg,432,103,496,144,car
000156,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000156.jpg,404,114,435,143,car
000158,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000158.jpg,196,83,267,207,bird
000159,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000159.jpg,234,48,286,124,person
000159,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000159.jpg,1,16,498,333,car
000161,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000161.jpg,104,34,446,390,car
000161,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000161.jpg,68,195,121,288,car
000162,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000162.jpg,306,227,380,299,tvmonitor
000162,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000162.jpg,196,143,309,369,person
000163,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000163.jpg,52,22,308,328,person
000163,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000163.jpg,26,108,456,396,motorbike
000164,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000164.jpg,114,154,369,348,motorbike
000164,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000164.jpg,292,49,446,370,person
000165,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000165.jpg,89,54,500,386,person
000169,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000169.jpg,23,28,480,284,car
000169,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000169.jpg,102,3,161,50,person
000169,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000169.jpg,439,23,500,178,car
000169,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000169.jpg,419,39,444,81,person
000169,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000169.jpg,454,36,487,71,person
000169,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000169.jpg,12,46,104,132,car
000170,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000170.jpg,87,100,109,165,bottle
000170,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000170.jpg,41,114,73,181,bottle
000170,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000170.jpg,324,148,352,206,bottle
000170,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000170.jpg,426,157,443,195,bottle
000170,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000170.jpg,3,91,43,206,person
000170,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000170.jpg,4,28,461,372,person
000171,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000171.jpg,1,290,128,407,dog
000171,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000171.jpg,94,21,375,491,person
000173,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000173.jpg,106,64,270,297,person
000173,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000173.jpg,109,64,288,464,horse
000174,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000174.jpg,143,5,426,333,person
000177,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000177.jpg,59,152,461,375,diningtable
000177,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000177.jpg,344,150,500,375,person
000177,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000177.jpg,321,85,456,362,person
000177,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000177.jpg,304,92,391,209,person
000177,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000177.jpg,280,88,337,172,person
000177,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000177.jpg,163,67,261,163,person
000177,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000177.jpg,125,94,164,166,person
000177,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000177.jpg,75,87,158,231,person
000177,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000177.jpg,1,112,97,375,person
000180,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000180.jpg,14,110,496,356,car
000184,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000184.jpg,289,106,338,192,boat
000184,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000184.jpg,375,144,403,188,boat
000184,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000184.jpg,458,154,480,190,boat
000184,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000184.jpg,2,1,312,375,boat
000187,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000187.jpg,1,95,240,336,tvmonitor
000189,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000189.jpg,65,39,459,346,bird
000190,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000190.jpg,426,197,500,273,bus
000190,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000190.jpg,235,216,323,258,bus
000190,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000190.jpg,141,212,169,276,bus
000190,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000190.jpg,51,210,152,308,bus
000190,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000190.jpg,1,209,55,313,bus
000190,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000190.jpg,314,241,325,269,person
000190,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000190.jpg,278,242,284,268,person
000190,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000190.jpg,273,245,278,257,person
000190,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000190.jpg,256,242,265,270,person
000190,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000190.jpg,247,244,256,268,person
000190,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000190.jpg,206,245,214,270,person
000190,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000190.jpg,187,243,196,277,person
000190,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000190.jpg,178,245,185,273,person
000192,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000192.jpg,116,64,356,375,person
000192,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000192.jpg,2,212,49,375,chair
000193,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000193.jpg,80,4,500,375,person
000193,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000193.jpg,1,29,227,375,person
000193,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000193.jpg,2,125,500,375,sofa
000194,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000194.jpg,86,36,239,224,horse
