image_id,image,xmin,ymin,xmax,ymax,class
000320,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000320.jpg,272,10,304,26,car
000320,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000320.jpg,228,1,273,29,car
000320,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000320.jpg,1,78,372,500,person
000325,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000325.jpg,100,63,500,200,aeroplane
000331,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000331.jpg,171,234,373,482,chair
000331,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000331.jpg,61,222,138,426,chair
000331,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000331.jpg,1,366,50,500,chair
000331,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000331.jpg,149,254,358,467,person
000334,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000334.jpg,37,110,273,178,car
000337,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000337.jpg,76,153,160,276,bicycle
000337,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000337.jpg,219,176,429,374,bicycle
000337,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000337.jpg,29,29,68,111,person
000337,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000337.jpg,119,4,162,53,person
000337,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000337.jpg,113,28,167,131,person
000337,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000337.jpg,242,17,288,103,person
000337,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000337.jpg,68,92,165,255,person
000337,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000337.jpg,235,30,403,362,person
000337,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000337.jpg,176,75,231,132,person
000337,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000337.jpg,233,88,259,157,person
000344,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000344.jpg,89,2,307,441,bottle
000347,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000347.jpg,77,2,411,348,horse
000349,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000349.jpg,159,131,413,362,diningtable
000349,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000349.jpg,321,126,479,363,chair
000349,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000349.jpg,284,76,360,144,chair
000349,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000349.jpg,100,91,206,298,chair
000349,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000349.jpg,167,161,326,375,chair
000349,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000349.jpg,2,2,89,131,tvmonitor
000355,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000355.jpg,22,36,427,293,car
000359,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000359.jpg,263,266,388,479,dog
000359,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000359.jpg,25,13,288,481,person
000359,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000359.jpg,39,84,420,426,chair
000367,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000367.jpg,227,124,271,265,bottle
000367,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000367.jpg,331,122,390,354,bottle
000367,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000367.jpg,394,183,422,340,bottle
000367,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000367.jpg,285,125,326,340,bottle
000367,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000367.jpg,430,184,500,229,car
000367,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000367.jpg,2,255,500,375,car
000367,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000367.jpg,174,66,295,265,person
000370,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000370.jpg,94,104,253,256,boat
000370,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000370.jpg,244,122,420,257,boat
000372,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000372.jpg,269,19,360,296,person
000372,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000372.jpg,354,114,420,156,horse
000372,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000372.jpg,78,22,253,304,horse
000379,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000379.jpg,46,16,443,341,bicycle
000382,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000382.jpg,3,167,163,500,boat
000382,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000382.jpg,100,265,119,298,person
000387,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000387.jpg,5,18,482,255,car
000391,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000391.jpg,57,47,465,458,pottedplant
000394,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000394.jpg,196,189,500,375,diningtable
000394,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000394.jpg,29,85,253,375,person
000394,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000394.jpg,1,23,344,307,person
000394,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000394.jpg,439,25,483,71,person
000394,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000394.jpg,434,32,454,70,person
000395,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000395.jpg,104,54,429,264,bird
000400,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000400.jpg,11,49,332,489,cat
000404,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000404.jpg,133,89,394,321,car
000406,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000406.jpg,54,285,114,313,car
000406,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000406.jpg,109,279,125,319,person
000406,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000406.jpg,92,291,110,323,person
000406,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000406.jpg,237,281,249,309,person
000406,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000406.jpg,280,290,291,308,person
000406,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000406.jpg,426,292,458,315,car
000407,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000407.jpg,210,33,328,191,person
000407,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/000407.jpg,65,73,403,310,horse
