image_id,image,segmentation_mask
001185,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001185.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001185.png
001225,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001225.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001225.png
001239,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001239.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001239.png
001284,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001284.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001284.png
001288,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001288.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001288.png
001289,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001289.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001289.png
001299,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001299.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001299.png
001311,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001311.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001311.png
001397,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001397.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001397.png
001408,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001408.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001408.png
001420,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001420.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001420.png
001430,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001430.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001430.png
001439,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001439.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001439.png
001457,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001457.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001457.png
001526,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001526.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001526.png
001586,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001586.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001586.png
001594,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001594.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001594.png
001595,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001595.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001595.png
001630,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001630.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001630.png
001677,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001677.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001677.png
001678,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001678.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001678.png
001717,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001717.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001717.png
001724,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001724.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001724.png
001733,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001733.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001733.png
001761,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001761.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001761.png
001825,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001825.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001825.png
001834,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001834.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001834.png
001872,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001872.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001872.png
001901,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001901.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001901.png
001960,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/001960.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/001960.png
002024,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002024.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002024.png
002055,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002055.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002055.png
002088,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002088.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002088.png
002094,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002094.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002094.png
002099,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002099.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002099.png
002120,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002120.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002120.png
002132,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002132.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002132.png
002142,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002142.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002142.png
002212,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002212.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002212.png
002234,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002234.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002234.png
002260,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002260.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002260.png
002266,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002266.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002266.png
002268,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002268.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002268.png
002273,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002273.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002273.png
002281,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002281.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002281.png
002284,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002284.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002284.png
002293,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002293.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002293.png
002361,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002361.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002361.png
002368,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002368.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002368.png
002376,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002376.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002376.png
002378,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002378.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002378.png
002387,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002387.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002387.png
002403,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002403.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002403.png
002427,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002427.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002427.png
002445,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002445.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002445.png
002462,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002462.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002462.png
002470,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002470.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002470.png
002539,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002539.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002539.png
002545,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002545.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002545.png
002565,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002565.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002565.png
002611,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002611.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002611.png
002618,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002618.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002618.png
002643,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002643.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002643.png
002648,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002648.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002648.png
002668,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002668.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002668.png
002669,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002669.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002669.png
002760,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002760.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002760.png
002845,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002845.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002845.png
002896,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002896.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002896.png
002914,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002914.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002914.png
002953,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002953.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002953.png
002954,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002954.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002954.png
002967,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/002967.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/002967.png
003000,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003000.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003000.png
003011,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003011.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003011.png
003051,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003051.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003051.png
003088,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003088.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003088.png
003106,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003106.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003106.png
003110,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003110.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003110.png
003118,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003118.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003118.png
003134,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003134.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003134.png
003137,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003137.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003137.png
003169,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003169.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003169.png
003178,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003178.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003178.png
003188,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003188.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003188.png
003189,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003189.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003189.png
003194,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003194.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003194.png
003195,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003195.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003195.png
003205,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003205.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003205.png
003207,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003207.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003207.png
003330,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003330.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003330.png
003349,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003349.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003349.png
003367,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003367.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003367.png
003373,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003373.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003373.png
003451,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003451.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003451.png
003499,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003499.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003499.png
003506,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003506.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003506.png
003525,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003525.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003525.png
003529,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003529.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003529.png
003530,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003530.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003530.png
003565,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003565.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003565.png
003580,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003580.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003580.png
003587,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003587.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003587.png
003593,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003593.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003593.png
003604,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003604.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003604.png
003611,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003611.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003611.png
003621,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003621.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003621.png
003711,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003711.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003711.png
003714,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003714.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003714.png
003786,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003786.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003786.png
003788,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003788.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003788.png
003848,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003848.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003848.png
003861,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003861.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003861.png
003872,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003872.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003872.png
003876,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003876.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003876.png
003889,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003889.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003889.png
003957,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003957.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003957.png
003991,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/003991.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/003991.png
004003,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/004003.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/004003.png
004009,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/004009.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/004009.png
004033,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/004033.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/004033.png
004052,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/004052.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/004052.png
004121,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/004121.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/004121.png
004143,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/004143.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/004143.png
004189,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/004189.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/004189.png
004190,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/004190.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/004190.png
004193,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/004193.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/004193.png
004241,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/004241.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/004241.png
004275,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/004275.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/004275.png
004281,./voc2007_trainval/VOCdevkit/VOC2007/JPEGImages/004281.jpg,./voc2007_trainval/VOCdevkit/VOC2007/SegmentationClass/004281.png
